"","Gender","Poverty","Community","Rural","PTR","SCR","Dropout"
"547","Female","No","OBC","No","Low","High",FALSE
"548","Male","No","OBC","Yes","Low","High",FALSE
"549","Male","Yes","SC","Yes","Medium","Medium",TRUE
"550","Male","No","OBC","Yes","High","Medium",FALSE
"551","Male","No","OBC","No","High","Medium",FALSE
"552","Male","Yes","General","Yes","Low","High",FALSE
"553","Male","Yes","General","Yes","High","Medium",TRUE
"554","Male","No","SC","Yes","High","High",TRUE
"555","Female","Yes","SC","Yes","Medium","High",TRUE
"556","Female","No","OBC","Yes","Low","Medium",FALSE
"557","Male","No","ST","Yes","High","Medium",TRUE
"558","Male","No","OBC","Yes","High","High",TRUE
"559","Female","Yes","ST","No","Low","Low",FALSE
"560","Male","No","OBC","Yes","High","Medium",FALSE
"561","Female","No","ST","Yes","High","High",TRUE
"562","Female","No","ST","Yes","High","Medium",TRUE
"563","Male","No","SC","Yes","High","High",TRUE
"564","Female","Yes","General","Yes","Low","Low",FALSE
"565","Female","No","General","No","High","High",FALSE
"566","Female","No","General","Yes","High","Low",FALSE
"567","Female","No","OBC","Yes","Low","Medium",FALSE
"568","Female","No","OBC","Yes","Medium","Low",FALSE
"569","Female","No","OBC","Yes","Medium","Medium",FALSE
"570","Female","No","OBC","No","Low","High",FALSE
"571","Female","Yes","OBC","No","Medium","High",TRUE
"572","Male","No","OBC","Yes","Medium","High",TRUE
"573","Female","No","General","Yes","High","High",FALSE
"574","Male","No","OBC","Yes","Low","High",FALSE
"575","Female","Yes","OBC","Yes","High","High",TRUE
"576","Male","No","SC","No","Low","Low",FALSE
"577","Male","No","General","Yes","Medium","Low",FALSE
"578","Male","No","General","Yes","High","Medium",FALSE
"579","Female","Yes","OBC","Yes","Medium","Medium",TRUE
"580","Male","No","General","Yes","High","High",FALSE
"581","Female","No","General","Yes","Medium","Medium",FALSE
"582","Male","Yes","ST","Yes","High","High",TRUE
"583","Female","No","SC","No","High","High",TRUE
"584","Male","No","ST","Yes","High","High",TRUE
"585","Female","No","General","Yes","High","High",FALSE
"586","Male","No","General","No","High","Medium",FALSE
"587","Male","No","OBC","Yes","Low","High",FALSE
"588","Female","Yes","SC","Yes","High","Low",TRUE
"589","Female","No","OBC","No","High","High",FALSE
"590","Male","Yes","SC","Yes","Medium","High",TRUE
"591","Female","Yes","OBC","Yes","High","Low",TRUE
"592","Male","No","OBC","Yes","High","High",TRUE
"593","Male","No","SC","Yes","High","High",TRUE
"594","Female","No","OBC","Yes","High","Medium",FALSE
"595","Female","Yes","SC","Yes","High","High",TRUE
"596","Male","No","General","No","Low","High",FALSE
"597","Female","No","OBC","Yes","Low","High",FALSE
"598","Female","Yes","OBC","Yes","Low","High",TRUE
"599","Male","No","SC","Yes","High","High",TRUE
"600","Male","No","OBC","Yes","Low","Low",FALSE
"601","Female","No","ST","Yes","Low","High",TRUE
"602","Female","No","General","No","Medium","High",FALSE
"603","Female","Yes","General","No","High","High",TRUE
"604","Male","No","General","Yes","High","Medium",FALSE
"605","Female","No","SC","Yes","Medium","Low",FALSE
"606","Female","No","OBC","No","Medium","Medium",FALSE
"607","Male","No","SC","No","High","High",TRUE
"608","Female","No","OBC","Yes","Low","High",FALSE
"609","Male","Yes","ST","Yes","Medium","Medium",TRUE
"610","Female","No","ST","No","Medium","High",TRUE
"611","Male","Yes","General","Yes","Medium","Medium",FALSE
"612","Male","No","OBC","Yes","Medium","Medium",FALSE
"613","Male","No","OBC","No","Medium","High",FALSE
"614","Female","Yes","OBC","Yes","High","High",TRUE
"615","Female","No","ST","Yes","Medium","High",TRUE
"616","Male","No","OBC","Yes","Low","High",FALSE
"617","Male","Yes","ST","Yes","Medium","High",TRUE
"618","Female","No","General","Yes","High","Medium",FALSE
"619","Male","Yes","SC","Yes","Medium","High",TRUE
"620","Female","No","SC","Yes","High","Medium",TRUE
"621","Male","No","General","Yes","Medium","High",FALSE
"622","Female","Yes","General","No","High","Medium",FALSE
"623","Male","Yes","General","No","High","High",TRUE
"624","Female","No","OBC","No","High","High",FALSE
"625","Male","No","General","No","High","High",FALSE
"626","Male","No","OBC","Yes","High","Medium",FALSE
"627","Female","No","OBC","Yes","Medium","Medium",FALSE
"628","Female","No","SC","Yes","High","High",TRUE
"629","Female","No","General","Yes","High","Medium",FALSE
"630","Male","Yes","OBC","No","Medium","Medium",FALSE
"631","Male","No","SC","Yes","Medium","Low",FALSE
"632","Male","Yes","General","No","High","Medium",FALSE
"633","Female","No","OBC","No","Low","High",FALSE
"634","Male","No","OBC","Yes","Medium","Medium",FALSE
"635","Female","No","OBC","Yes","High","Medium",FALSE
"636","Female","No","ST","Yes","High","Medium",TRUE
"637","Male","No","SC","Yes","High","High",TRUE
"638","Female","No","General","No","High","Medium",FALSE
"639","Male","No","General","Yes","Medium","Medium",FALSE
"640","Female","No","SC","Yes","High","High",TRUE
"641","Female","No","OBC","No","High","Low",FALSE
"642","Female","No","OBC","No","High","Medium",FALSE
"643","Female","No","OBC","Yes","High","Medium",FALSE
"644","Female","No","General","Yes","Low","Medium",FALSE
"645","Female","No","General","Yes","High","High",FALSE
"646","Male","No","General","Yes","Low","High",FALSE
"647","Female","No","SC","Yes","High","Low",TRUE
"648","Female","No","OBC","Yes","Medium","High",TRUE
"649","Male","Yes","General","Yes","High","Medium",TRUE
"650","Male","No","OBC","Yes","Low","Medium",FALSE
"651","Female","No","ST","Yes","High","Medium",TRUE
"652","Male","No","OBC","Yes","Low","High",FALSE
"653","Female","No","General","No","Low","Low",FALSE
"654","Female","No","OBC","Yes","Medium","Low",FALSE
"655","Male","No","OBC","Yes","High","High",TRUE
"656","Male","No","OBC","Yes","Low","High",FALSE
"657","Female","No","OBC","Yes","High","High",TRUE
"658","Male","No","OBC","Yes","High","Medium",FALSE
"659","Female","No","SC","Yes","Medium","High",TRUE
"660","Female","No","OBC","Yes","Low","Medium",FALSE
"661","Male","No","OBC","No","Medium","Low",FALSE
"662","Female","Yes","SC","Yes","Low","Medium",TRUE
"663","Male","No","OBC","No","Low","High",FALSE
"664","Female","Yes","OBC","Yes","Medium","Medium",TRUE
"665","Female","Yes","ST","Yes","High","Medium",TRUE
"666","Male","No","OBC","Yes","High","High",TRUE
"667","Female","No","OBC","Yes","Low","High",FALSE
"668","Female","No","OBC","Yes","Medium","High",TRUE
"669","Female","No","General","No","Low","Low",FALSE
"670","Male","No","OBC","Yes","Low","Medium",FALSE
"671","Female","No","General","Yes","Medium","High",FALSE
"672","Male","No","SC","Yes","High","Medium",TRUE
"673","Female","No","OBC","Yes","Medium","Medium",FALSE
"674","Male","Yes","General","Yes","High","High",TRUE
"675","Male","No","OBC","No","Medium","Low",FALSE
"676","Female","No","SC","Yes","High","High",TRUE
"677","Female","No","SC","No","High","High",TRUE
"678","Male","No","SC","Yes","Low","High",FALSE
"679","Male","Yes","OBC","Yes","Low","Medium",TRUE
"680","Female","No","OBC","Yes","High","High",TRUE
"681","Female","No","General","Yes","Medium","Medium",FALSE
"682","Female","No","SC","No","High","Low",FALSE
"683","Female","Yes","OBC","Yes","High","Low",TRUE
"684","Male","No","General","Yes","Medium","Medium",FALSE
"685","Female","No","SC","No","High","Low",FALSE
"686","Male","No","OBC","No","High","High",FALSE
"687","Male","No","General","Yes","Medium","High",FALSE
"688","Male","Yes","OBC","Yes","Low","Medium",TRUE
"689","Male","No","General","Yes","Medium","High",FALSE
"690","Male","No","General","Yes","Medium","Medium",FALSE
"691","Female","No","ST","Yes","High","Low",TRUE
"692","Male","No","OBC","Yes","High","Medium",FALSE
"693","Male","No","SC","Yes","Medium","High",TRUE
"694","Male","No","General","No","Medium","Low",FALSE
"695","Male","No","General","No","High","High",FALSE
"696","Male","Yes","SC","Yes","Medium","High",TRUE
"697","Male","No","General","Yes","High","High",FALSE
"698","Female","No","General","Yes","High","Low",FALSE
"699","Male","No","General","Yes","Low","Medium",FALSE
"700","Male","No","General","No","High","High",FALSE
"701","Male","No","OBC","Yes","Low","High",FALSE
"702","Female","No","SC","Yes","Medium","Medium",FALSE
"703","Female","No","General","Yes","High","Medium",FALSE
"704","Male","No","SC","No","Low","High",FALSE
"705","Male","No","General","Yes","Low","Medium",FALSE
"706","Male","No","General","Yes","High","Low",FALSE
"707","Female","No","General","Yes","Low","High",FALSE
"708","Female","No","OBC","No","High","High",FALSE
"709","Female","No","General","Yes","Low","Medium",FALSE
"710","Female","No","SC","Yes","High","High",TRUE
"711","Female","No","SC","Yes","High","High",TRUE
"712","Female","No","OBC","No","Medium","High",FALSE
"713","Male","No","SC","Yes","High","High",TRUE
"714","Male","No","General","Yes","Medium","High",FALSE
"715","Female","No","General","Yes","High","Medium",FALSE
"716","Male","No","OBC","Yes","Low","High",FALSE
"717","Male","No","OBC","Yes","High","Medium",FALSE
"718","Female","No","General","Yes","High","Low",FALSE
"719","Male","No","General","Yes","Medium","High",FALSE
"720","Male","Yes","ST","No","High","Medium",TRUE
"721","Male","No","General","No","High","High",FALSE
"722","Female","Yes","OBC","No","High","Low",TRUE
"723","Male","No","OBC","Yes","Medium","High",TRUE
"724","Male","Yes","SC","Yes","Medium","Medium",TRUE
"725","Female","No","General","Yes","Medium","High",FALSE
"726","Female","No","General","No","High","High",FALSE
"727","Male","No","OBC","No","High","Medium",FALSE
"728","Male","No","General","Yes","High","Medium",FALSE
"729","Female","No","SC","Yes","Medium","Medium",FALSE
"730","Male","No","General","Yes","High","High",FALSE
"731","Male","No","SC","Yes","High","High",TRUE
"732","Female","No","OBC","Yes","High","High",TRUE
"733","Female","No","SC","No","Medium","Low",FALSE
"734","Female","No","SC","Yes","Medium","Medium",FALSE
"735","Female","No","OBC","Yes","Medium","Low",FALSE
"736","Female","No","General","Yes","Medium","Medium",FALSE
"737","Female","No","OBC","Yes","High","Medium",FALSE
"738","Female","Yes","General","Yes","Low","High",FALSE
"739","Male","No","SC","Yes","Low","High",FALSE
"740","Female","No","General","No","High","Medium",FALSE
"741","Female","No","OBC","Yes","High","High",TRUE
"742","Female","Yes","OBC","Yes","Medium","High",TRUE
"743","Male","No","General","Yes","High","High",FALSE
"744","Female","Yes","OBC","Yes","High","High",TRUE
"745","Male","No","General","Yes","Low","Low",FALSE
"746","Male","No","ST","Yes","Medium","High",TRUE
"747","Male","No","OBC","Yes","Medium","Medium",FALSE
"748","Male","No","General","No","Low","Medium",FALSE
"749","Male","No","General","No","Medium","Low",FALSE
"750","Male","No","OBC","Yes","High","Medium",FALSE
"751","Male","No","OBC","Yes","Medium","High",TRUE
"752","Male","No","OBC","Yes","High","Medium",FALSE
"753","Male","No","General","Yes","High","High",FALSE
"754","Female","Yes","ST","No","High","Low",TRUE
"755","Male","No","OBC","Yes","Medium","Medium",FALSE
"756","Male","No","SC","Yes","Medium","High",TRUE
"757","Female","No","OBC","Yes","Medium","Medium",FALSE
"758","Male","No","OBC","Yes","High","High",TRUE
"759","Female","Yes","OBC","Yes","High","High",TRUE
"760","Female","Yes","SC","Yes","Medium","Low",TRUE
"761","Male","No","General","No","Medium","High",FALSE
"762","Female","No","SC","Yes","High","High",TRUE
"763","Male","No","OBC","No","High","Medium",FALSE
"764","Female","No","General","Yes","Low","Medium",FALSE
"765","Male","No","OBC","Yes","Low","Low",FALSE
"766","Male","No","ST","No","High","Low",FALSE
"767","Female","Yes","SC","No","High","High",TRUE
"768","Female","Yes","OBC","Yes","Low","High",TRUE
"769","Female","No","ST","Yes","High","High",TRUE
"770","Female","Yes","General","Yes","Medium","Medium",FALSE
"771","Female","Yes","General","Yes","Low","Medium",FALSE
"772","Female","No","OBC","Yes","Low","Medium",FALSE
"773","Female","Yes","ST","Yes","High","Medium",TRUE
"774","Male","No","ST","Yes","High","High",TRUE
"775","Female","Yes","General","No","High","Medium",FALSE
"776","Female","No","SC","Yes","High","High",TRUE
"777","Male","Yes","OBC","Yes","High","Medium",TRUE
"778","Female","No","OBC","Yes","High","Medium",FALSE
"779","Female","Yes","OBC","No","Medium","Medium",FALSE
"780","Male","No","ST","Yes","High","Medium",TRUE
"781","Female","Yes","SC","Yes","High","Medium",TRUE
"782","Male","No","OBC","Yes","Low","High",FALSE
"783","Female","Yes","General","Yes","Medium","Medium",FALSE
"784","Male","Yes","SC","Yes","Low","Low",TRUE
"785","Female","No","OBC","Yes","High","Medium",FALSE
"786","Male","No","General","Yes","Low","High",FALSE
"787","Female","No","OBC","Yes","High","High",TRUE
"788","Female","Yes","SC","Yes","Medium","Low",TRUE
"789","Female","Yes","OBC","No","Medium","High",TRUE
"790","Male","No","General","Yes","Medium","Medium",FALSE
"791","Male","Yes","SC","No","Medium","Low",TRUE
"792","Female","Yes","SC","No","Medium","Medium",TRUE
"793","Female","Yes","SC","Yes","Medium","High",TRUE
"794","Female","No","General","No","Medium","High",FALSE
"795","Female","Yes","SC","Yes","High","Medium",TRUE
"796","Female","Yes","OBC","Yes","Medium","High",TRUE
"797","Female","No","SC","No","High","Low",FALSE
"798","Male","No","OBC","Yes","High","High",TRUE
"799","Female","No","General","Yes","High","High",FALSE
"800","Male","No","OBC","Yes","Low","Medium",FALSE
"801","Male","No","SC","Yes","Low","High",FALSE
"802","Female","No","OBC","Yes","High","Medium",FALSE
"803","Male","No","SC","Yes","Medium","High",TRUE
"804","Male","No","General","Yes","High","Low",FALSE
"805","Female","No","General","Yes","High","Low",FALSE
"806","Female","No","SC","Yes","High","High",TRUE
"807","Female","No","SC","No","High","High",TRUE
"808","Female","Yes","OBC","Yes","Medium","High",TRUE
"809","Male","No","SC","No","High","Medium",FALSE
"810","Male","No","OBC","No","Medium","Medium",FALSE
"811","Male","No","General","Yes","High","High",FALSE
"812","Male","No","ST","Yes","High","High",TRUE
"813","Male","Yes","OBC","Yes","High","High",TRUE
"814","Male","Yes","OBC","Yes","Low","Medium",TRUE
"815","Male","No","OBC","Yes","Medium","High",TRUE
"816","Female","No","OBC","Yes","Medium","Low",FALSE
"817","Male","No","OBC","Yes","Medium","Medium",FALSE
"818","Female","No","General","Yes","Medium","Low",FALSE
"819","Male","No","ST","Yes","High","Low",TRUE
"820","Male","Yes","OBC","Yes","Low","High",TRUE
"821","Female","No","General","Yes","Low","Low",FALSE
"822","Male","Yes","SC","Yes","Low","High",TRUE
"823","Male","Yes","OBC","Yes","Medium","High",TRUE
"824","Male","Yes","SC","Yes","Medium","Medium",TRUE
"825","Female","Yes","SC","No","High","High",TRUE
"826","Female","No","OBC","Yes","High","High",TRUE
"827","Male","Yes","General","Yes","Medium","High",TRUE
"828","Female","No","General","No","High","High",FALSE
"829","Female","Yes","General","No","Medium","High",FALSE
"830","Female","No","SC","Yes","High","Medium",TRUE
"831","Female","No","SC","Yes","High","High",TRUE
"832","Female","Yes","SC","Yes","Low","Medium",TRUE
"833","Female","Yes","OBC","Yes","Low","High",TRUE
"834","Male","No","General","Yes","High","High",FALSE
"835","Male","Yes","SC","No","Low","High",TRUE
"836","Male","No","OBC","No","High","Medium",FALSE
"837","Female","No","General","Yes","High","Medium",FALSE
"838","Male","No","SC","Yes","High","High",TRUE
"839","Male","No","OBC","Yes","Medium","Low",FALSE
"840","Male","Yes","General","Yes","High","Medium",TRUE
"841","Female","No","SC","Yes","Low","High",FALSE
"842","Female","No","OBC","Yes","Low","Medium",FALSE
"843","Male","No","General","Yes","High","High",FALSE
"844","Male","No","OBC","Yes","Medium","High",TRUE
"845","Male","Yes","SC","Yes","Medium","Medium",TRUE
"846","Male","No","General","Yes","High","Low",FALSE
"847","Female","Yes","SC","Yes","Medium","Medium",TRUE
"848","Male","No","OBC","Yes","High","High",TRUE
"849","Male","No","General","Yes","Low","High",FALSE
"850","Male","No","OBC","Yes","Medium","High",TRUE
"851","Male","No","ST","Yes","Low","High",TRUE
"852","Female","No","SC","Yes","High","High",TRUE
"853","Female","No","General","Yes","Medium","High",FALSE
"854","Female","Yes","SC","Yes","High","High",TRUE
"855","Female","No","OBC","Yes","Medium","High",TRUE
"856","Female","No","General","Yes","Low","High",FALSE
"857","Male","No","General","No","High","Medium",FALSE
"858","Male","Yes","General","Yes","High","High",TRUE
"859","Female","Yes","General","Yes","High","Medium",TRUE
"860","Male","No","OBC","Yes","High","High",TRUE
"861","Male","No","SC","Yes","Low","High",FALSE
"862","Female","No","OBC","Yes","High","High",TRUE
"863","Female","No","General","Yes","Low","High",FALSE
"864","Female","No","OBC","Yes","Medium","Medium",FALSE
"865","Male","No","OBC","Yes","Medium","High",TRUE
"866","Male","No","SC","No","Medium","High",FALSE
"867","Female","No","OBC","Yes","Low","High",FALSE
"868","Female","No","SC","Yes","Low","Medium",FALSE
"869","Female","No","General","Yes","Low","High",FALSE
"870","Female","No","General","No","Low","Low",FALSE
"871","Female","No","OBC","Yes","Low","Medium",FALSE
"872","Female","No","General","Yes","Medium","Low",FALSE
"873","Male","No","OBC","Yes","Medium","Medium",FALSE
"874","Male","No","General","No","High","Medium",FALSE
"875","Male","No","OBC","Yes","Medium","Medium",FALSE
"876","Female","No","OBC","Yes","High","High",TRUE
"877","Male","Yes","ST","Yes","Medium","Medium",TRUE
"878","Female","No","OBC","Yes","Medium","Low",FALSE
"879","Female","Yes","OBC","Yes","Medium","High",TRUE
"880","Male","No","OBC","No","Low","High",FALSE
"881","Female","No","General","Yes","Medium","High",FALSE
"882","Male","No","General","No","High","Medium",FALSE
"883","Male","Yes","OBC","No","Low","Low",FALSE
"884","Female","Yes","OBC","No","Medium","Medium",FALSE
"885","Male","Yes","OBC","Yes","High","Medium",TRUE
"886","Female","Yes","SC","Yes","High","High",TRUE
"887","Female","No","OBC","Yes","High","Medium",FALSE
"888","Female","Yes","General","Yes","Medium","High",TRUE
"889","Female","No","SC","Yes","High","High",TRUE
"890","Female","No","SC","Yes","Medium","High",TRUE
"891","Male","No","OBC","Yes","High","Medium",FALSE
"892","Female","No","General","Yes","Low","Low",FALSE
"893","Female","No","OBC","Yes","Low","High",FALSE
"894","Male","No","ST","Yes","High","Medium",TRUE
"895","Male","No","General","Yes","Medium","High",FALSE
"896","Female","No","OBC","Yes","High","High",TRUE
"897","Female","No","OBC","No","Medium","High",FALSE
"898","Male","No","OBC","No","High","Low",FALSE
"899","Male","No","General","Yes","Low","High",FALSE
"900","Male","No","OBC","No","High","Medium",FALSE
"901","Male","No","OBC","No","High","Medium",FALSE
"902","Male","No","ST","Yes","High","High",TRUE
"903","Female","No","General","No","High","High",FALSE
"904","Female","Yes","SC","Yes","High","Medium",TRUE
"905","Male","No","SC","Yes","Medium","High",TRUE
"906","Male","No","ST","Yes","Low","Medium",FALSE
"907","Male","No","OBC","Yes","High","Medium",FALSE
"908","Female","Yes","ST","No","Low","High",TRUE
"909","Female","No","OBC","Yes","High","High",TRUE
"910","Female","No","OBC","Yes","High","Medium",FALSE
"911","Female","Yes","General","Yes","High","Medium",TRUE
"912","Male","No","OBC","Yes","Medium","Medium",FALSE
"913","Female","No","ST","Yes","Low","Low",FALSE
"914","Male","Yes","General","No","High","Medium",FALSE
"915","Male","No","OBC","No","High","Medium",FALSE
"916","Male","No","OBC","Yes","High","High",TRUE
"917","Male","Yes","OBC","Yes","Low","High",TRUE
"918","Male","No","OBC","Yes","High","Medium",FALSE
"919","Female","Yes","OBC","No","High","High",TRUE
"920","Male","No","OBC","Yes","High","High",TRUE
"921","Male","No","General","Yes","High","High",FALSE
"922","Female","No","General","No","Low","High",FALSE
"923","Female","No","General","Yes","High","Low",FALSE
"924","Male","No","General","Yes","Low","Low",FALSE
"925","Male","No","General","Yes","High","Medium",FALSE
"926","Female","No","OBC","Yes","Medium","High",TRUE
"927","Male","No","ST","Yes","Medium","High",TRUE
"928","Male","Yes","General","Yes","Medium","High",TRUE
"929","Male","No","OBC","No","Medium","Medium",FALSE
"930","Male","No","OBC","Yes","High","High",TRUE
"931","Male","No","SC","No","Medium","Low",FALSE
"932","Male","No","SC","Yes","High","High",TRUE
"933","Male","No","General","Yes","High","Medium",FALSE
"934","Female","Yes","General","Yes","Low","High",FALSE
"935","Male","No","OBC","Yes","High","Medium",FALSE
"936","Male","No","SC","Yes","High","High",TRUE
"937","Female","No","SC","Yes","Medium","High",TRUE
"938","Female","No","General","No","High","Medium",FALSE
"939","Male","Yes","OBC","Yes","High","High",TRUE
"940","Female","No","SC","No","Low","Medium",FALSE
"941","Female","Yes","OBC","Yes","Medium","High",TRUE
"942","Female","Yes","General","Yes","High","High",TRUE
"943","Male","No","General","Yes","High","High",FALSE
"944","Male","Yes","OBC","No","High","Medium",TRUE
"945","Female","No","OBC","Yes","High","Medium",FALSE
"946","Male","No","OBC","No","Medium","High",FALSE
"947","Male","No","SC","Yes","High","High",TRUE
"948","Female","No","General","No","Low","High",FALSE
"949","Male","Yes","ST","Yes","Low","Low",TRUE
"950","Male","No","OBC","Yes","Medium","Medium",FALSE
"951","Male","No","General","Yes","High","Low",FALSE
"952","Male","No","General","Yes","High","Medium",FALSE
"953","Female","Yes","SC","No","High","High",TRUE
"954","Male","No","General","Yes","Low","Low",FALSE
"955","Male","Yes","General","Yes","High","Medium",TRUE
"956","Female","No","ST","No","High","High",TRUE
"957","Female","No","SC","Yes","Low","High",FALSE
"958","Female","No","General","Yes","High","High",FALSE
"959","Male","No","OBC","No","High","High",FALSE
"960","Male","No","SC","Yes","High","High",TRUE
"961","Female","No","SC","Yes","High","High",TRUE
"962","Male","Yes","OBC","Yes","Medium","High",TRUE
"963","Female","No","OBC","No","High","High",FALSE
"964","Male","No","OBC","Yes","High","High",TRUE
"965","Male","No","SC","Yes","Low","Low",FALSE
"966","Female","No","SC","Yes","High","Medium",TRUE
"967","Female","No","OBC","No","Medium","Medium",FALSE
"968","Male","No","OBC","Yes","Medium","Medium",FALSE
"969","Female","No","SC","Yes","Medium","Medium",FALSE
"970","Male","No","OBC","Yes","Low","Medium",FALSE
"971","Female","No","General","Yes","Medium","Low",FALSE
"972","Male","No","OBC","Yes","High","High",TRUE
"973","Male","Yes","ST","Yes","High","Low",TRUE
"974","Male","No","General","Yes","High","High",FALSE
"975","Female","No","ST","Yes","High","Low",TRUE
"976","Female","Yes","OBC","Yes","High","High",TRUE
"977","Male","No","General","Yes","Medium","Low",FALSE
"978","Female","No","OBC","Yes","Low","High",FALSE
"979","Male","No","General","Yes","High","Medium",FALSE
"980","Male","No","General","Yes","High","Low",FALSE
"981","Female","No","ST","No","High","High",TRUE
"982","Female","No","OBC","Yes","High","Medium",FALSE
"983","Male","No","SC","Yes","Low","High",FALSE
"984","Male","No","OBC","Yes","Low","Low",FALSE
"985","Female","No","ST","Yes","Medium","Medium",FALSE
"986","Male","No","OBC","Yes","High","Low",FALSE
"987","Male","No","OBC","Yes","Low","Medium",FALSE
"988","Female","No","OBC","Yes","Medium","Medium",FALSE
"989","Male","No","SC","Yes","Low","Medium",FALSE
"990","Male","No","OBC","Yes","High","High",TRUE
"991","Male","No","SC","No","Medium","High",FALSE
"992","Female","No","OBC","No","Medium","Low",FALSE
"993","Female","No","OBC","Yes","Medium","High",TRUE
"994","Female","No","OBC","Yes","Medium","Medium",FALSE
"995","Female","No","General","No","High","Medium",FALSE
"996","Male","No","SC","Yes","Medium","High",TRUE
"997","Female","No","OBC","Yes","Medium","Medium",FALSE
"998","Male","No","General","Yes","Medium","High",FALSE
"999","Female","No","OBC","Yes","Medium","Medium",FALSE
"1000","Female","Yes","OBC","Yes","High","High",TRUE
"1001","Female","No","General","No","High","High",FALSE
"1002","Male","No","SC","Yes","High","Medium",TRUE
"1003","Male","No","General","No","High","Medium",FALSE
"1004","Female","Yes","OBC","No","High","Low",TRUE
"1005","Female","No","OBC","Yes","Medium","High",TRUE
"1006","Male","No","OBC","Yes","Medium","High",TRUE
"1007","Female","No","General","Yes","Medium","Medium",FALSE
"1008","Male","No","General","No","Medium","Low",FALSE
"1009","Male","Yes","OBC","No","Medium","High",TRUE
"1010","Female","No","ST","Yes","Medium","Low",FALSE
"1011","Female","No","General","Yes","High","Medium",FALSE
"1012","Female","Yes","OBC","Yes","Medium","High",TRUE
"1013","Male","Yes","SC","No","Low","High",TRUE
"1014","Male","No","General","Yes","High","Medium",FALSE
"1015","Male","No","General","Yes","High","Medium",FALSE
"1016","Female","No","General","Yes","High","High",FALSE
"1017","Male","No","OBC","No","High","Low",FALSE
"1018","Male","No","OBC","Yes","Medium","Medium",FALSE
"1019","Female","No","SC","Yes","High","High",TRUE
"1020","Male","No","OBC","No","Low","High",FALSE
"1021","Female","No","OBC","Yes","High","High",TRUE
"1022","Male","Yes","SC","No","High","Low",TRUE
"1023","Female","No","General","Yes","High","High",FALSE
"1024","Female","No","General","Yes","High","Low",FALSE
"1025","Male","Yes","General","Yes","Medium","High",TRUE
"1026","Female","No","ST","Yes","Low","High",TRUE
"1027","Male","No","OBC","Yes","High","Medium",FALSE
"1028","Male","Yes","General","Yes","High","Medium",TRUE
"1029","Female","No","General","No","High","Medium",FALSE
"1030","Male","No","SC","No","High","Medium",FALSE
"1031","Male","No","OBC","Yes","High","Low",FALSE
"1032","Male","No","OBC","Yes","High","High",TRUE
"1033","Male","Yes","SC","Yes","High","High",TRUE
"1034","Male","No","General","Yes","High","High",FALSE
"1035","Male","No","OBC","Yes","High","Low",FALSE
"1036","Female","Yes","ST","Yes","Low","Low",TRUE
"1037","Female","No","General","Yes","Medium","High",FALSE
"1038","Female","Yes","OBC","Yes","High","Medium",TRUE
"1039","Female","Yes","ST","Yes","Low","Medium",TRUE
"1040","Female","No","OBC","No","High","High",FALSE
"1041","Female","No","OBC","Yes","Medium","Low",FALSE
"1042","Male","No","ST","No","High","Low",FALSE
"1043","Female","No","SC","No","High","High",TRUE
"1044","Male","No","OBC","No","High","High",FALSE
"1045","Male","No","General","No","Low","Medium",FALSE
"1046","Female","No","OBC","Yes","Medium","Medium",FALSE
"1047","Male","Yes","OBC","Yes","High","High",TRUE
"1048","Male","No","OBC","Yes","High","High",TRUE
"1049","Male","Yes","SC","Yes","Medium","High",TRUE
"1050","Male","Yes","SC","Yes","Low","High",TRUE
"1051","Female","Yes","OBC","Yes","Medium","Low",TRUE
"1052","Male","No","General","Yes","Medium","High",FALSE
"1053","Male","No","OBC","Yes","Medium","High",TRUE
"1054","Male","No","General","Yes","High","Low",FALSE
"1055","Female","No","General","No","Low","High",FALSE
"1056","Male","No","SC","Yes","Low","Medium",FALSE
"1057","Female","No","OBC","Yes","High","Medium",FALSE
"1058","Female","No","General","Yes","High","High",FALSE
"1059","Female","No","SC","Yes","Medium","Medium",FALSE
"1060","Male","No","SC","Yes","Medium","High",TRUE
"1061","Female","No","General","Yes","Medium","High",FALSE
"1062","Female","No","OBC","Yes","Medium","High",TRUE
"1063","Male","No","General","Yes","Medium","Medium",FALSE
"1064","Male","No","OBC","Yes","High","High",TRUE
"1065","Female","No","General","Yes","Medium","High",FALSE
"1066","Female","No","OBC","Yes","Low","High",FALSE
"1067","Female","No","ST","Yes","High","Medium",TRUE
"1068","Male","No","ST","Yes","Medium","High",TRUE
"1069","Male","No","OBC","No","High","Low",FALSE
"1070","Female","No","General","Yes","High","Medium",FALSE
"1071","Female","No","General","Yes","High","Low",FALSE
"1072","Female","No","SC","Yes","Medium","High",TRUE
"1073","Female","No","OBC","Yes","Medium","Medium",FALSE
"1074","Female","No","General","Yes","Medium","Medium",FALSE
"1075","Female","No","SC","Yes","Low","High",FALSE
"1076","Female","No","General","Yes","Medium","High",FALSE
"1077","Male","Yes","OBC","Yes","High","Low",TRUE
"1078","Male","No","OBC","Yes","Low","High",FALSE
"1079","Female","Yes","OBC","Yes","Medium","Low",TRUE
"1080","Male","No","OBC","Yes","Low","Low",FALSE
"1081","Male","No","ST","Yes","High","Low",TRUE
"1082","Male","No","OBC","Yes","Low","Medium",FALSE
"1083","Female","Yes","SC","Yes","High","High",TRUE
"1084","Male","Yes","General","Yes","Medium","High",TRUE
